Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Kreis	Land	BL	Kanton
de.wiki_in_Bayern	Stephanskirchen	Salzburger Straße 19	Bücherschrank	Rathaus	Apr. 2013			83071					
de.wiki_in_Bayern	Straubing	 Steinweg 56, Eingang „blaue Tür“ und dann links im Erdgeschoss	Bücherregal	Volkshochschule Straubing im Aufenthaltsraum „Café-Treff“, zugänglich während Kursbetrieb, täglich von 08:00–21:30 Uhr, barrierefrei, zugleich Bookcrossing-Zone[55]	Sep. 2013	48.870778	12.583083	94315					
de.wiki_in_Bayern	Sulzbach am Main	Spessartstraße, gegenüber der Kirche	Bücherschrank	Zugleich Bookcrossing-Zone	Okt. 2012			63834					
de.wiki_in_Bayern	Taufkirchen	Eschenstraße 46 _ in der Eschenpassage vor dem Bürgertreff Soziale Stadt	Bücherschrank	Soziale Stadt Taufkirchen in Kooperation mit dem Integrationsarbeitskreis "Wir für Taufkirchen – gefördert durch Bund-Länder-Programm Soziale Stadt; _ 24 Stunden zugänglich _ Gestaltet von Street-Art-Künstler Frank Cmuchal	Mai 2018	48.05157	11.60698	82024					
de.wiki_in_Bayern	Tettau (Oberfranken)	Feuerwehrhaus	Bücherschrank	Täglich von 8 bis 20 Uhr zugänglich	Juni 2014			96355					
de.wiki_in_Bayern	Tutzing	 Biergarten (Wirtschaft zum Häring)	Telefonzelle		Juli 2016	47.914152	11.288289	82327					
de.wiki_in_Bayern	Unterhaching		Bücherregal	Während der Öffnungszeiten des Kultur- und Bildungszentrums (KUBIZ) Details: Im KUBIZ zweiter Stock, im Durchgang zur VHS	14. Juli 2015	48.06196	11.61366	82008					
de.wiki_in_Bayern	Unterschleißheim	Vor dem Brauereigasthof am S-Bahnhof Lohhof[57]	Metallschrank		2016			82008					
de.wiki_in_Bayern	Uttenreuth	Erlanger Straße 18 (Bushäuschen direkt vor dem Getränkemarkt)		„Buch-Haltestelle“, initiiert durch Erika Hladky (Bücherschrankpatin), Träger Gemeinde Uttenreuth	Nov. 2013	49.59685	11.072183	91080					
de.wiki_in_Bayern	Vaterstetten	Wendelsteinstraße _ vor dem Rathaus	Bücherhhäuschen	Aufgestellt von der Gemeinde auf Beschluss des Kulturausschusses.[58]	Nov. 2019			85591					
de.wiki_in_Bayern	Vohburg an der Donau	 Hartackerstraße 46	Bücherschrank	Vor dem evangelischen Gemeindezentrum	08. Aug. 2013[59]	48.764133	11.624933	85088					
de.wiki_in_Bayern	Walleshausen	In der alten Schule Walleshausen	Bücherregal	Initiiert und betrieben durch den Verein "Dorfgemeinschaft Walleshausen"[4]	Jan. 2018	48.15099	10.97511	82269					
de.wiki_in_Bayern	Walleshausen	In der Schulbushaltestelle Rosenstraße	Bücherschrank mit Kunststoffklappen	Initiiert und betrieben durch den Verein "Dorfgemeinschaft Walleshausen"[3]	Okt. 2019	48.15053	10.98238	82269					
de.wiki_in_Bayern	Wemding	 Stadtgrabenbereich aus dem 14. Jahrhundert (Kapuzinergraben) gegenüber Karmelitinnenkloster	Metallschrank mit Sicherheitsglas	Stadt Wemding, gesponsert durch örtliches Unternehmen, umgesetzt durch Tourist-Information Wemding, Lesebänke im Park vorhanden[60]	Juli 2017	48.872495	10.722924	86650					
de.wiki_in_Bayern	Wörthsee	 Wörthsee, Ortsteil Steinebach, nordwestliches Ende des Badegeländes am Seeuferweg	Bücherregal	Initiiert durch Juliane Seeliger und Sabine Ströer, Träger Gemeinde Wörthsee	Mai 2015	48.073147	11.195214	82237					
de.wiki_in_Bayern	Wörthsee	 Wörthsee, Ortsteil Steinebach, seeseitiges Ende des Seglerwegs	Bücherregal	Initiiert durch Juliane Seeliger und Sabine Ströer, Träger Gemeinde Wörthsee	Mai 2015	48.066767	11.200292	82237					
de.wiki_in_Bayern	Würzburg (Unterfranken)	 Eichhornstraße	Metallschrank verglast	Gestiftet von Stadt Würzburg, Mainpost, Koenig & Bauer, Krick-Verlag und Vogel Business Media als Teil der Aktion „Leseförderung in der Region Würzburg“	Aug. 2017	49.795254	9.932557	97070					
de.wiki_in_Berlin	Charlottenburg-WilmersdorfCharlottenburg	Auf dem Mierendorffplatz	Telefonzelle, genannt MierendorffboXX	Bookcrossingzone, BücherboXX II, Ausbildungsergebnis mit Auszubildenden der AEG-Signung und OSZ-Thiem sowie Sägewerk Berlin-Grunewald	Juli 2011	52.5258476	13.3050264						
de.wiki_in_Berlin	Charlottenburg-WilmersdorfCharlottenburg	Seelingstraße 22 im Klausenerplatz-Kiez	Telefonzelle, genannt BücherZelle	Aufgestellt vom „Kiezbündnis Klausenerplatz e. V.“ mit Unterstützung des Bezirksamtes[1]	Dezember 2014	52.5156111	13.293063						
de.wiki_in_Berlin	Charlottenburg-WilmersdorfGrunewald	Vor dem S-Bahnhof in der Straße „Am Bahnhof Grunewald“	Telefonzelle, genannt am Gleis 17	Bookcrossingzone, ein Regal für Bücher zur Gedenkstätte „Gleis 17“[2]	November 2012	52.4877228090442	13.2632929086685						
de.wiki_in_Berlin	Charlottenburg-WilmersdorfWilmersdorf	52.48916313.319625 _ Leon-Jessel-Platz	Telefonzelle, genannt Tape Art Bücherzelle	Aufgestellt vom "Miteinander im Kiez e. V." mit Unterstützung von mehreren Akteuren aus der Nachbarschaft, dem bezirklichen Umweltamt und dem Berliner Projektfonds Kulturelle Bildung[3]	19. November 2018	52.489163	13.319625						
de.wiki_in_Berlin	Charlottenburg-WilmersdorfWilmersdorf	Fehrbelliner Platz	Telefonzelle			52.490026	13.314443						
de.wiki_in_Berlin	Charlottenburg-WilmersdorfWilmersdorf	Leon-Jessel-Platz	Telefonzelle, genannt EuropaboXX	Wurde Ende 2017 abgebaut. Existiert nicht mehr. (siehe Diskussionsseite.)	20. März 2015	52.489163	13.319625						
de.wiki_in_Berlin	Charlottenburg-WilmersdorfWilmersdorf	Rüdesheimer Platz	Telefonzelle, genannt Villa Libris			52.473278	13.314249						
de.wiki_in_Berlin	Friedrichshain-KreuzbergFriedrichshain	 Jessnerstraße 41	Verschenkregal	im Systemfehler des SolidarKoop e. V.	2011	52.51052	13.47134						
de.wiki_in_Berlin	Friedrichshain-KreuzbergFriedrichshain	 Samariterstraße 32	Verschenkregal	im Sama32	2014	52.516737	13.465102						
de.wiki_in_Berlin	Friedrichshain-KreuzbergFriedrichshain	Café Pavillon, Boxhagener Platz	Verschenkregal	Berliner Büchertisch Berliner Büchertisch e. V.[4] in Kooperation mit Karuna Zukunft für Kinder und Jugendliche in Not e. V.	2015	52.511	13.4609						
de.wiki_in_Berlin	Friedrichshain-KreuzbergFriedrichshain	Wühlischstraße 40	Verschenkbücher	Berliner Büchertisch e. V.[4]	2015	52.5089	13.4602						
de.wiki_in_Berlin	Friedrichshain-KreuzbergKreuzberg	Prinzessinnengärten, Prinzenstraße 35–38	Verschenkregal	Berliner Büchertisch e. V.[4]	2012	52.5031	13.4111						
de.wiki_in_Berlin	LichtenbergAlt-Hohenschönhausen	 Am Rosengarten (Obersee); Waldowstraße/Scharnweberstraße	Telefonzelle	Förderverein Obersee & Orankesee e. V.[5]	Juli 2017	52.54728	13.48877						
de.wiki_in_Berlin	LichtenbergKarlshorst	Ehrenfelsstraße 4	Bücherbaum	vor dem Theater Karlshorst	mind. 2012	52.4818254	13.5265914						
de.wiki_in_Berlin	MitteGesundbrunnen	Hussitenstraße 54, bei Feldstraße / Usedomer Straße (Im Sommer 2018 abgebaut)	Bücherzelle/Bücherbox im Brunnenviertel	Gefördert durch den Aktionsfonds des Quartiersmanagements Berlin, unterstützt durch Degewo[8]	Februar 2015								
de.wiki_in_Berlin	MitteGesundbrunnen	Koloniestraße 23	Bücherbaum	Bücherbaum des Seniorendomizils an der Panke[6]	Dezember 2010	52.5583606	13.3791243						
de.wiki_in_Berlin	MitteGesundbrunnen	Osloer Straße 12 vor dem Labyrinth Kindermuseum Berlin	Telefonzelle, genannt BücherboXX	[7]	2012	52.555998	13.386135						
de.wiki_in_Berlin	MitteMitte	Foyer des Hauptgebäudes der HU Berlin, Unter den Linden 6	Verschenkregal	Berliner Büchertisch e. V.[4] in Kooperation mit den BookcrosserInnen	2011	52.518	13.3937						
de.wiki_in_Berlin	MitteMitte	Gertraudenstraße, vor der Schwimmhalle	Bücherzelle	Ein Projekt von Menschen mit Lernschwierigkeiten des Vereins „die reha“ und des Berliner Büchertisch e. V.[9]	18. Mai 2016	52.5129	13.4043						
de.wiki_in_Berlin	MitteMitte	Juristische Fakultät der HU Berlin, Bebelplatz 1	Verschenkregal	Berliner Büchertisch e. V.[4] in Kooperation mit den BookcrosserInnen	2011	52.5164	13.3933						
de.wiki_in_Berlin	MitteMoabit	Im Haupthaus am "Otto-Spielplatz", Alt-Moabit 34	Bücherbänke	Ein Projekt der Agentur „Stadtmuster“, 18 Bücherbänke sind verteilt in Moabit aufgestellt[10] |	2012	52.5253	13.336						
de.wiki_in_Berlin	MitteWedding	Müllerstraße 74	Telefonzelle, genannt BücherboXX am Centre Français de Berlin	Bookcrossingzone	Juni 2013	52.5583852	13.3391068						
de.wiki_in_Berlin	Neukölln	 Herrfurthplatz	Telefonzelle			52.47718	13.42252						
de.wiki_in_Berlin	Neukölln	 Tempelhofer Feld Gemeinschaftsgarten Allmende Kontor	Telefonzelle			52.47451	13.41732						
de.wiki_in_Berlin	NeuköllnNeukölln	Spielplatz „Wilde Rübe“, Wildenbruchstraße 25	Telefonzelle	Bookcrossingzone zugänglich Dienstag bis Freitag 12:00 bis 18:00 Uhr, Samstag 13:00 bis 18:00 Uhr, gefördert durch die „Bürgerstiftung Neukölln“	28. Juni 2015								
de.wiki_in_Berlin	Pankow _ Alt-Pankow	auf dem Hinterhof der Straßen Ossietzkystraße/Am Schlosspark/Kavalierstraße/Wolfshagener Straße	Bücherschrank	Bücher sind aus wertvollem Naturmaterial. Dieser Schrank wurde von der Bürgerinitiative Grüner Kiez Pankow als Zeichen des Naturschutzes errichtet und umarmt einen der 80–111 Bäume, die im Rahmen eines von der Gesobau geplanten Bauvorhabens gefällt werden sollen.	Juni 2019								
de.wiki_in_Berlin	Pankow _ Prenzlauer Berg	Schönhauser Allee 52, 10437 Berlin	Bücherkiste	Polnische Bücher, _ gegründet von KUKURYKU! e.V. und OAK & ICE GmbH	Dezember 2018								
de.wiki_in_Berlin	PankowBlankenburg	Dorfanger Blankenburg	Bücherschrank	Aufstellung für 2019 vorgesehen. Initiativgruppe Blankenburger Bücherbox www.blankenburger-buecherbox.de	2019	52.592928	13.453131						
de.wiki_in_Berlin	PankowPrenzlauer Berg	Kollwitzstraße Ecke Sredzkistraße	Bücherwald genannter Bücherbaum	Interdisziplinäre Zusammenarbeit von Auszubildenden der an der Wertschöpfungskette Wald–Holz–Buch beteiligten Berufsgruppen	Juni 2008	52.5381	13.4197						
de.wiki_in_Berlin	PankowPrenzlauer Berg	Senefelderstraße 6	Bücherfisch, interaktive Skulptur	Entworfen und gebaut von Kindern der Grundschule im Eliashof und aus der Unterkunft Straßburger Straße in Zusammenarbeit mit dem MACHmit! Museum. Gefördert vom Jugendamt Pankow.	20. Juni 2018	52.54078	13.42272						
de.wiki_in_Berlin	PankowWeißensee	Pistoriusstraße 16	Verschenkregal	Berliner Büchertisch e. V. in Kooperation mit reha e. V.	2013	52.5517	13.4536						
de.wiki_in_Berlin	PankowWeißensee	Schulhof der Marcel-Breuer-Schule, Gustav-Adolf-Straße 66	Telefonzelle	BücherboXX III, Ausbildungsergebnis mit Auszubildenden der Marcel-Breuer-Schule. Zugänglich nur zu Schulöffnungszeiten.	Juni 2011	52.559	13.449						
de.wiki_in_Berlin	Reinickendorf _ Reinickendorf	Eichborndamm 77–85 auf dem Parkplatz von Edeka rechts vom Eingang	Telefonzelle										
de.wiki_in_Berlin	ReinickendorfReinickendorf	Auf dem Letteplatz, Pankower Allee Ecke Kühleweinstraße	Telefonzelle	Gefördert durch das Quartiersmanagement Letteplatz, aufgestellt in Kooperation mit dem Architekten Yves Mikelsons und Schülern der OSZ Georg-Schlesinger und Hans Böckler, unterstützt durch das Grünflächenamt Reinickendorf	Juli 2015	52.5639	13.3706						
de.wiki_in_Berlin	ReinickendorfReinickendorf	Rickenweg/Ecke Mümmelmannweg	Bücherschrank			52.6125	13.2399						
de.wiki_in_Berlin	SpandauSpandau	Falkenseer Chaussee 239	Bücherregal	Hinter den Kassen des Edeka-Reichelt-Supermarkts, während der Öffnungszeiten des Supermarktes		52.5483213	13.1772206						
de.wiki_in_Berlin	SpandauSpandau	Im Wartebereich des Bürgeramtes im Rathaus Spandau, Carl-Schurz-Straße 2/6	Telefonzelle	Da britische Telefonzelle, primär englischer Sprache gewidmet, während der Rathaus-Öffnungszeiten[11]	März 2013	52.5350947	13.2004627						
de.wiki_in_Berlin	SpandauWilhelmstadt	NO-Ecke Földerichplatz, Adam- Ecke Földerichstraße	Telefonzelle, genannt SpandauboXX	Bookcrossingzone	Dezember 2012								
de.wiki_in_Berlin	Steglitz-ZehlendorfSteglitz	Markusplatz _ Karl-Stieler-Str. / Heinrich-Seidel-Str.	Telefonzelle, genannt MarkusboXX	Bookcrossingzone	14. Februar 2014	52.4490056	13.3431208						
de.wiki_in_Berlin	Steglitz-ZehlendorfZehlendorf	Vor dem Mittelhof Mehrgenerationenhaus Phoenix, Teltower Damm 228	Telefonzelle, genannt BücherboXX MGH Phoenix	Bookcrossingzone, BücherboXX IV, Ergebnis der Ausbildungskooperative	September 2012								
de.wiki_in_Berlin	Tempelhof-SchönebergFriedenau	Handjerystraße 9	Telefonzelle			52.47713	13.332919						
de.wiki_in_Berlin	Tempelhof-SchönebergSchöneberg	Bessemerstrasse 2–14	Bücherschrank, genannt Buchstabenhotel	Öffnungszeiten: Mo bis Fr 7 bis 21 Uhr Sa + So 9:30 bis 17 Uhr	2018	52.466211	13.366945						
de.wiki_in_Berlin	Treptow-KöpenickFriedrichshagen	Josef-Nawrocki-Straße 3	Bücherschrank	Gesponsert von Heidt Immobilien Service	2012	52.4463	13.6248						
de.wiki_in_Berlin	Treptow-KöpenickKöpenick	Mahlsdorfer Straße 52	Bücherschrank	Gesponsert von Heidt Immobilien Service	2012	52.4684	13.5871						
de.wiki_in_Berlin	Treptow-KöpenickKöpenick (Salvador-Allende-Viertel)	 Pablo-Neruda-Straße 12–13	Telefonzelle	Mieterbeirat der Degewo; Verein Offensiv 91	2017	52.441994	13.59024						
de.wiki_in_Berlin	Treptow-KöpenickKöpenick (Wendenschloß)	Wendenschloßstraße 425 / Müggelbergallee	Bücherschrank	Gesponsert von Heidt Immobilien Service	2012	52.4186	13.589						
de.wiki_in_Berlin	Treptow-KöpenickMüggelheim	Vor dem Edeka-Markt, Alt-Müggelheim 1	Bücherschrank	Gesponsert von Heidt Immobilien Service	2012	52.4129	13.6603						
de.wiki_in_Berlin	Treptow-KöpenickRahnsdorf	Fürstenwalder Allee 34	Buch	Gesponsert von Heidt Immobilien Service	2012	52.440665	13.690113						
de.wiki_in_Berlin			<U+2299>Vor dem Cafe/Bäcker "Birkenwunder", Birkenstraße 32			52.532303	13.341592						
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit. „Coffee Break“, Jagowstraße 23										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit. „Freddy Leck sein Waschsalon“, Gotzkowskystraße 11										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit. „Martha & Maria“, Waldstraße 32										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit. „Remise – Kleine Galerie in Moabit“, Beusselstraße 2										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Am Kunst- und Kulturtreff Dodo-Haus, Huttenstraße 30										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Am SOS-Kinderdorf, Waldstraße 23/24										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.An der Gartenarbeitsschule Tiergarten/Schulgarten Moabit, Birkenstraße 35										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Jugendtheaterwerkstatt „Grenzen-Los!“, Wiclefstraße 32										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Mädchen-Kulturtreff „Dünja“, Jagowstraße 12										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Nachbarschaftshaus „Stadtschloss Moabit“, Rostocker Straße 32										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Nachbarschaftsladen „B-Laden“, Lehrter Straße 27–30										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Pädagogische Werkstatt, Emdener Straße 47										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Quartiersmanagement Moabit-West, Rostocker Straße 3										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Verein „Psychosoziale Initiative Moabit“, Waldstraße 7										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Vor dem Jugendhaus „B8“, Berlichingenstraße 8–11										
de.wiki_in_Berlin			Koordinaten fehlen! Hilf mit.Vor dem Restaurant „Probier Mahl“, Dortmunder Straße 9										
de.wiki_in_Brandenburg	Ahrensfelde	Kutschersteig 1A (Lindenberger Str. 1), zwischen dem Rathaus und dem Ortsteilzentrum Ahrensfelde	Gläserner Schrank mit Sitzbank	Barrierefreier Zugang, wird von der Gemeinde Ahrensfelde betrieben. Der Schrank bietet Platz für ca. 220 Bücher.	30. Juni 2017	52.575972	13.574528						
de.wiki_in_Brandenburg	Bernau bei Berlin	Bürgermeisterstraße 4, vor der Touristen-Information	Gläserner Schrank	Barrierefreier Zugang, betrieben von der Stadt Bernau	Okt. 2015	52.678252	13.588148						
de.wiki_in_Brandenburg	Birkenwerder	Hauptstraße, Ecke Clara-Zetkin-Straße	Telefonzelle			52.68872	13.282589						
de.wiki_in_Brandenburg	Birkholz (Bernau bei Berlin)	Birkholzer Dorfstraße 24 am Dorfgemeinschaftshaus	Büchertelefonzelle	Barrierefreier Zugang, betrieben vom Ortsbeirat Birkholz	25. Okt. 2019	52.626667	13.575						
de.wiki_in_Brandenburg	Borkheide	Schäper Straße, Ecke Ulmenstraße	Bücherschrank	Barrierefreier Zugang[1]	06. Aug. 2017	52.231412	12.859342						
de.wiki_in_Brandenburg	Borkwalde	In der Ortsmitte am Kreisverkehr in der Nähe der Feuerwehr	Telefonzelle			52.252792	12.835187						
de.wiki_in_Brandenburg	Brodowin	Südende Dorfanger, gegenüber dem Mensch-Brodowin-Haus	Bücherbaum	Ehemaliger Baum, betreut vom „Mensch-Brodowin e. V.“	2014								
de.wiki_in_Brandenburg	Chorin	Am Bahnhof Chorin vor dem Bistro Lindenblatt	Bücherbaum	Barrierefreier Zugang, betreut vom Betreiber des Bahnhofsbistros	2013								
de.wiki_in_Brandenburg	Cottbus	Einkaufszentren TKC und Lausitz Park	Bücherregale	Bücherregale TKC und Lausitz Park, jeweils geöffnet zu den Geschäftszeiten	2017								
de.wiki_in_Brandenburg	Cottbus	Gaglower Straße, Ecke Hardenbergstraße	Bücherschrank	„Tauschbox“, geöffnet Montag bis Freitag									
de.wiki_in_Brandenburg	Cottbus	Universitätsplatz 2, Zugang über das Foyer der Mensa der BTU Cottbus-Senftenberg	Bücherschrank	Bücherschrank in der Campus Lounge; barrierefreier Zugang; die Campus Lounge ist zu den Öffnungszeiten des Mensagebäudes von 7:30 bis 17:00 Uhr offen	2015								
de.wiki_in_Brandenburg	Eberswalde	Schicklerstraße 5	Bücherschrank	„Schenkschrank“ auf dem Stadtcampus der Hochschule für nachhaltige Entwicklung Eberswalde		52.8309779	13.8118637						
de.wiki_in_Brandenburg	Eichwalde	Bahnhofstraße 1, gegenüber dem Bahnhofsvorplatz	Telefonzelle	Barrierefreier Zugang	27. Jan. 2011	52.3722877	13.6155938						
de.wiki_in_Brandenburg	Eisenhüttenstadt	im Marktkauf, zugänglich zu dessen Öffnungszeiten	Regal	Barrierefreier Zugang	2014	52.12996	14.63553						
de.wiki_in_Brandenburg	Elsterwerda	Vor der Kleinen Galerie „Hans Nadler“	Bücherschrank	Barrierefreier Zugang	2017								
de.wiki_in_Brandenburg	Erkner	In der Friedrichstraße 18 gegenüber von Rossmann	Bücherschrank	Gesponsert von Heidt Immobilien Service	2012								
de.wiki_in_Brandenburg	Fichtenwalde	Am Markt	Telefonzelle			52.280077	12.883727						
de.wiki_in_Brandenburg	Forst (Lausitz)	Uferstraße im Wohngebiet	Begehbare Litfaßsäule	Geöffnet täglich von 9 bis 18 Uhr, gefördert über das Bund-Länder-Programm „Soziale Stadt“	2012								
de.wiki_in_Brandenburg	Frankfurt (Oder)	Innenhof Europa-Universität Viadrina, Eingang Logenstraße	Umgebauter Wohnwagen	„Kunst&KulturWagen“, Öffnungszeiten: Mo–Fr 09:00–21:00 Uhr, Sa 09:00–18:00 Uhr, So 11:00–18:00 Uhr	Nov. 2013								
de.wiki_in_Brandenburg	Glienicke/Nordbahn	Hauptstraße 18C, 16548 Glienicke/Nordbahn, am Neuen Rathaus	Telefonzelle	Barrierefreier Zugang, wird von der Gemeinde Glienicke/Nordbahn betrieben. Wurde aus dem Bürgerhaushalt finanziert.	25. Juni 2019	52.630186	13.319426						
de.wiki_in_Brandenburg	H-Blumenthal		Telefonzelle		2015	53.074676	12.336308						
de.wiki_in_Brandenburg	H-Bölzke		Telefonzelle		2015	53.12114	12.275771						
de.wiki_in_Brandenburg	H-Grabow		Telefonzelle		2015	53.076006	12.397976						
de.wiki_in_Brandenburg	H-Herzsprung		Telefonzelle		2015	53.068646	12.474307						
de.wiki_in_Brandenburg	H-Jabel		Telefonzelle	[2]	2015	53.170969	12.442907						
de.wiki_in_Brandenburg	H-Königsberg		Telefonzelle		2015	53.062708	12.435337						
de.wiki_in_Brandenburg	H-Liebenthal		Telefonzelle		2015	53.141313	12.402403						
de.wiki_in_Brandenburg	H-Papenbruch		Telefonzelle		2015	53.126519	12.429093						
de.wiki_in_Brandenburg	H-Rosenwinkel		Telefonzelle		2015	53.043911	12.370338						
de.wiki_in_Brandenburg	H-Wernikow		Telefonzelle		2015	53.208247	12.43205						
de.wiki_in_Brandenburg	H-Zaatzke		Telefonzelle		2015	53.18765	12.403846						
de.wiki_in_Brandenburg	Heiligengrabe-Blandikow		Telefonzelle		2015	53.115951	12.38727						
de.wiki_in_Brandenburg	Jüterbog	Stadtteiltreff Jüterbog II, Brückenstraße 3, 14913 Jüterbog	Bücherregal	Öffnungszeiten: Mi. 15.00–18.00 Uhr	2018								
