id	title	lat	lon	address	type	open	comment	contact	bcz	digital	icontype	deactivated	deactreason	entrytype	homepage	Source
3821	Bücherzelle Wenigenhasungen	51.3306082	9.242608	Frankenstr.6, 34466 Wolfhagen	Bücherschrank	0-24 Uhr		Förderverein Wenigenhasungen						bookcase	www.wenigenhasungen.de	openbookcase.org
3822	Bürgerstiftung Duisburg Projektbüro	51.4366074	6.762516	Flachsmarkt 12, 47051 Duisburg, Deutschland	Bücherschrank	Montag - Freitag von 09:00 - 15:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3823	Begegnungs- und Beratungzentrum für Seniorinnen und Senioren (BBZ)	51.435	6.7248	Mevissenstraße 16, 47059 Duisburg, Deutschland	Bücherschrank	Montag - Freitag von 10:00 - 17:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3824	Kontakt- und Beratungsstelle der PHG Duisburg	51.4900067	6.789873	Gehrstraße 54, 47167 Duisburg, Deutschland		Montag - Freitag von 09:00 - 14:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3825	Suchthilfeverbund Duisburg	51.432355	6.758803	Beekstr. 45 b 47051 Duisburg	Bücherschrank	Montag 15:00 - 17:00 Uhr, Dienstag - Donnerstag 10:00 - 12:00 Uhr + 15:00 - 17:0[trunc]								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3827	BBZ Rheinhausen	51.4000583	6.710805	Friedrich-Ebert-Straße 147, 47179 Duisburg, Deutschland	Bücherschrank	Montag - Freitag von 10:00 - 16:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3828	Buchstopp Ranggen	47.2575631	11.210022	Unterdorf/Hauptstraße, 6179 Ranggen	Bücherzelle	24/7		Bücherei Ranggen	1					bookcase		openbookcase.org
3829	Recyclinghof Mitte	51.4221915	6.744537	Zur Kupferhütte 10 47053 Duisburg	Bücherzelle	Montag - Samstag von 08:00 - 18:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3830	Recyclinghof Süd	51.3725816	6.742768	Kaiserswerther Straße 210 -212 47259 Duisburg	Bücherzelle	Montag - Samstag von 08:00 - 18:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3831	Recyclinghof West	51.41905	6.69465	Schauenstr. 40 47228 Duisburg	Bücherzelle	Montag - Samstag 08:00 - 18:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3832	Kontakt- und Beratungsstelle Regenbogen	51.4035427	6.759576	Erlenstraße 63 47055 Duisburg	Bücherzelle	Jederzeit frei zugänglich								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3833	Kontakt- und Beratungsstelle Regenbogen	51.4928417	6.673315	Kreuzstraße & Geststraße, 47199 Duisburg, Deutschland	Bücherzelle	jederzeit frei zugänglich								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3834	Heimatwerkstatt	51.40075	6.7193	Franz-Schubert-Straße 5, 47226 Duisburg, Deutschland	Bücherzelle	jederzeit frei zugänglich								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3835	Seniorenbegegnungzentrum Deichtreff	51.467069	6.722659	Deichstraße 55, 47119 Duisburg, Deutschland	Bücherschrank	Dienstag von 14:00 - 17:00 Uhr & Donnerstag von 16:00 - 19:00 Uhr								bookcase	www.buergerstiftung-duisburg.de/themen/bildung/du-liest/	openbookcase.org
3836	Bistro Auszeit, Bahnhof Langenau	48.49338665	10.125846	Bahnhofplatz 1, 89129 Langenau		Mo: Geschlossen, Di: 9-23 Uhr,  Mi: 9-23 Uhr, Do: 9-23 Uhr, Fr: 9-24 Uhr, Sa 9-2[trunc]		Telefon: 07345 962430						bookcase	bistrocafeauszeit.eatbu.com/?lang=de	openbookcase.org
3837	minibieb Hondiusstraat	53.1910513	5.788785	Hondiusstraat, Leeuwarden	minibieb	altijd								bookcase	minibieb.nl/minibieb/hondiusstraat/	openbookcase.org
3838	Westeinde	53.2081104	5.768753	simke kloostermanwei, leeuwarden		altijd				1				bookcase		openbookcase.org
3839	minibieb eksterstraat	53.2059582	5.783155	eksterstraat, leeuwarden	minibieb	altijd								bookcase	minibieb.nl/minibieb/minibieb-eksterstraat/	openbookcase.org
3840	minibieb crojestraat	53.2070341	5.791262	cronjestraat, leeuwarden	minibieb	altijd	Tip voor deze bieb, zet je boeken in een plastic zak neer, kast is niet geheel w[trunc]							bookcase		openbookcase.org
3842	minibieb techum	53.1675746094	5.79731	itt ek 1, techum	minibieb	altijd								bookcase	minibieb.nl/minibieb/minibieb-techum/	openbookcase.org
3843	snakkeburen	53.21795	5.80865	oan e dyk, snakkeburen		altijd				1				bookcase		openbookcase.org
3844	Vijversburg	53.2152705	5.908598	Swarteweisein 2, 9255 JB Tytsjerk		altijd	De boekenkast bevind zich in dit park, in het middelste gedeelte.							bookcase	vijversburg.nl/	openbookcase.org
3845	Brunntaler Bücherschränkchen	49.683493	9.694028	Waldstraße, Werbach	Hängeschrank	24/7	im Buswartehäuschen							bookcase		openbookcase.org
3846	Eslohe-Wenholthausen (Innogy)	51.288143	8.179005	Südstraße 9, 59889 Eslohe-Wenholthausen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3847	Linnich – Ederen (Innogy)	50.946622	6.246287	am Dorfplatz / Ecke Schulweg, 52441 Linnich - Ederen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet durch die Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3848	Linnich – Boslar (Innogy)	50.97267	6.330791	Gereonstraße 25, 52441 Linnich - Boslar	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet durch die Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3849	Anröchte (Innogy)	51.557299	8.327814	Hauptstr. 94, 59609 Anröchte	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet durch die Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3850	NauBad	48.50038905	10.12675	Wörthstraße 16, 89129 Langenau		Di-Do: 6-20 Uhr, Fr-Mo: 9-20 Uhr		07345 962430						bookcase	www.naubad.de	openbookcase.org
3851	Recyclinghof	48.50060275	10.13377	In den Lindesche 35, 89129 Langenau		Mi: 13-17 Uhr Fr: 13-17 Uhr Sa: 13-17 Uhr		07345/962430						bookcase		openbookcase.org
3852	boekenboel	53.006777	6.063595	stationsweg 25 , 8401 dk gorredijk		altijd								bookcase		openbookcase.org
3853	de kleine bieb	53.019838	6.049488											bookcase		openbookcase.org
3854	Mini Bücherrei	53.218771	7.300816			24/7								bookcase		openbookcase.org
3856	OBCZ Leseglück Lankwitz	52.421128	13.345472	Blankenhainer Str.4, 12249 Berlin	Bücherhäuschen	24 / 7			1					bookcase		openbookcase.org
3857	Bücherzelle Kleinmachnow	52.407343	13.237056	Puschkinplatz / Zehlendorfer Damm, 14532 Kleinmachnow	ehemalige Telefonzelle	24 / 7			1					bookcase		openbookcase.org
3858	Bücherkiste Wolfram 18	52.452483	13.373802	Wolframstr. 18, 12105 Berlin-Tempelhof	Platikkiste mit Büchern	unbestimmte Zeiten vor Hauseingang			1					bookcase		openbookcase.org
3859	Boite à Livres	47.2455674	6.02809	Besançon Place Flore	Windowed WoodBox									bookcase		openbookcase.org
3860	Boite à Livres	47.2351718	6.025047	10 rue préfecture Besançon	Windowed Wood Box									bookcase		openbookcase.org
3861	Boite à Livres	47.2443247	5.981617	6 chemin tilleroyes besançon	Windowed Wood Box									bookcase		openbookcase.org
3862	Boite à Livres	47.2443247	5.981617	29D chemin des tilleroyes Besançon	Windowed Wood Box									bookcase		openbookcase.org
3863	Boite à Livres	47.2188079	5.973667	7 rue pablo picasso besançon	Windowed Wood Box									bookcase		openbookcase.org
3865	Boite à Livres	47.2569281	6.022782	4 rue de léglise Besançon	Windowed Wood Box									bookcase		openbookcase.org
3866	Boite à Livres	47.2554639	6.016813	9T rue Jean Wyrsch Besançon	Windowed Wood Box									bookcase		openbookcase.org
3867	Boite à Livres	47.2695314	6.008225	49 chemin de Valentin Besançon	Windowed Wood Box									bookcase		openbookcase.org
3868	Boite à Livres	42.1437526	48.230921	51 rue de l’Epitaphe	Windowed Wood Box									bookcase		openbookcase.org
3869	Boite à Livres	47.2421558	6.042649	8 Bis chemin des Monts de Bregille du Haut, Besançon	Windowed Wood Box									bookcase		openbookcase.org
3870	Boite à Livres	47.2378268	5.969543	20 Chemin Joseph de Courvoisier Besançon	Windowed Wood Box									bookcase		openbookcase.org
3871	Bücherzelle Böhmerheide	52.887774	13.478774		ehemalige Telefonzelle	24/7								bookcase		openbookcase.org
3872	Bücherzelle Eberswalde	52.830971	13.822979	Schneiderstraße 4, 16225 Eberswalde	ehemalige Telefonzelle	24/7								bookcase		openbookcase.org
3873	Free Book Box	53.3941881	-6.409056	8 Woodvale Avenue	Free Exchange Book Box	When weather permits			1			1	Vandalised numerous time, so I gave up!	givebox	www.bookcrossing.com	openbookcase.org
3874	Bücherschrank Fesenfeld	53.074106	8.832376	Humboldtstraße 157, 28203 Bremen	Öffentlich zugänglicher Schrank	immer	ein alter Kühlschrank, der an der Ecke Fesenfeld und Humboldtstraße steht							bookcase		openbookcase.org
3875	Bücherschrank Findorff Hemmstraße	53.092411	8.801862	Ansbacher Straße 3, 28215 Bremen	Öffentlicher Bücherschrank	immer	ein sehr kleiner Schrank, an der kurzen Hecke der Ansbacher Straße 3, man sieht [trunc]							bookcase		openbookcase.org
3876	Zu Verschenken Kiste, Mathildenstraße	53.076763	8.824976	Mathildenstraße 89, 28203 Bremen	Zu Verschenken Kiste, u.a. mit einigen Büchern	immer	Diese Holzkiste steht an der Ecke Mathildenstraße und Feldstraße, in ihr findet [trunc]							bookcase		openbookcase.org
3877	Little free library	39.3003102	16.252751	Corso Mazzini Cosenza	Always open and all free	00:00-24:00		Liceo Classico Telesio	1	1				bookcase		openbookcase.org
3878	Öffentlicher Bücherschrank in Reichelsdorf	49.379133	11.0293	Reichelsdorfer Hauptstraße, Nürnberg		24/7	vor der Sparkasse; errichtet 2018	Bürgerverein Nürnberg Reichelsdorf - Mühlhof e.V.						bookcase		openbookcase.org
3879	Bücherzimmer im Budde-Haus	51.363736	12.373717	Lützowstraße 19, Leipzig		Mo. - Fr. 9 - 20 Uhr	Im Sommer nutzen Sie unseren Bücherschrank im Skulpturengarten.	kontakt@budde-haus.de						bookcase	www.budde-haus.de/	openbookcase.org
3881	Tauschregal im Vollcorner Bio	48.1913074	11.462847	Franz-Nißl-str.41 80999 München	Tauschregal	Mo - Sa 8-20 Uhr								bookcase	www.vollcorner.de/	openbookcase.org
3882	Leserattenloch Freiberg	50.9114844	13.344805	Bahnhofstraße 4, Freiberg	Regal									bookcase		openbookcase.org
3883	Cooler Bücherschrank in der Universitätsbibliothek	50.924674	13.339307	Universitätsbibliothek, Agricolastraße 10, 09599 Freiberg	Eins reinlegen, eins mitnehmen	siehe Website (abhängig von Semesterzeiten)		Bibliothekspersonal						bookcase	tu-freiberg.de/ub	openbookcase.org
3884	Offener Bücherschrank ACKERMANNBOGEN	48.1620354	11.55697	Ackermannbogen (Petra-Kelly-str.)	Offener Bücherschrank Ackermannbogen	24 Std. 7 Tage								bookcase		openbookcase.org
3885	Bücherkiste im Cafe Zimtstern in DACHAU	48.2519624	11.43423	Schillerstr. 33 85221 Dachau		DI - FR 6 - 18 Uhr, SA 7 - 18 Uhr, SO + FEIERTAGS 8 -18 Uhr		cafeZimtstern@gmx.de						bookcase		openbookcase.org
3886	Offener Bücherschrank am Cosimabad	48.1545462	11.628965	Cosimastr. 5 München		24 Std. 7 Tage								bookcase		openbookcase.org
3887	Offener Bücherschrank Eichenau	48.1788755	11.328584	Bahnhofstr. Eichenau	Alte Telefonzelle	24 Std. 7 Tage								bookcase		openbookcase.org
3888	Tauschregal im Klosterstüberl	48.1694464	11.248375	Fürstenfeld 7c 82256 Fürstenfeldbruck	Tauschregal im Eingangsbereich des Restaurants	DI - SA 9:30 - 23 Uhr, SO 9:30 - 22 Uhr		info@klosterstueberl.de						bookcase	www.klosterstueberl.de	openbookcase.org
3889	Bücherregale im Sozialzentrum Olching	48.215398	11.345745	Feursstraße 50-52, 82140 Olching	Bücherschränke im Sozialzentrum Olching (Haus der Begegnung) 3. OG	MO - SO 7 - 18 Uhr	Dort befinden sich 2 Schränke. Ein Schrank für Erwachsene und ein Schrank für Ki[trunc]							bookcase		openbookcase.org
3891	Bücherschrank in Bäckerei Kistenpfenning in DACHAU	48.2551864	11.438775	Münchnerstr. 26 85221 Dachau		Mo-Fr 06:30 – 19 Uhr Sa 06:30 – 17 Uhr)								bookcase		openbookcase.org
3892	Tauschregal in AU-HAIDHAUSEN im Haus der Eigenarbeit	48.128787	11.60227	Wörthstraße 42, 81667 München	Bücherregal im HEi – Haus der Eigenarbeit	DI - FR 15 - 21 Uhr und SA 12 - 18 Uhr								bookcase	www.hei-muenchen.de/kontakt-und-anfahrt	openbookcase.org
3893	Öffentlicher Bücherschrank am Laimer Anger	48.139241	11.498811	Am Laimer Anger im Park	Offener Bücherschrank am Laimer Anger im Park	24 Std. 7 Tage								bookcase		openbookcase.org
3894	Offentlicher Bücherschrank NEUHAUSEN	48.156662	11.531348	Ruffinistr. Ecke Waisenhausstr. München	Öffentlicher Bücherschrank	24 Std. 7 Tage								bookcase		openbookcase.org
3895	Rote alte Telefonzelle Rheine/Dutum	52.27424	7.429233	Sprickmannstr. 75 48431 Rheine Deutschland		24 h				1				bookcase		openbookcase.org
3896	Tauschregal EBERSBERG in VHS	48.0747687	11.96659	Doktor-Wintrich-Straße 3, 85560 Ebersberg	Das Büchertauschregal befindet sich im Foyer im 2. OG	MO - SO 8 - 21 Uhr								bookcase		openbookcase.org
3897	Tauschregal ERDING in Stadtbibiothek	48.3071798	11.909174	Aeferleinweg 1, 85435 Erding		DI - MI 10 - 18 Uhr, DO - FR 10 - 19 Uhr, SA 10 - 13 Uhr								bookcase		openbookcase.org
3900	Bücherregal HAAR in VHS.eV	48.1084871	11.724965	Münchenerstr. 3  85540 Haar		MO + DO 9 - 12 + 14 - 19:30 Uhr, DI + MI + FR 9 - 12 Uhr								bookcase	www.vhs-haar.de/	openbookcase.org
3902	Tauschregal HAIDHAUSEN im MyPlace	48.1265987	11.644529	Kreillerstraße 77  81673 München		MO - FR 08:30 - 17:30 Uhr, SA 9 - 13 Uhr								bookcase	www.myplace.de	openbookcase.org
3903	Bücherregal	48.121221	11.560111	Dreimühlenstr. Ecke Ehrengutstr.										bookcase		openbookcase.org
3904	Öffentliches Bücherregal MAXVORSTADT (Nähe Stiglmaierplatz)	48.1485382	11.558637	Rudi-Hierl-Platz München		24 Std. 7 Tage								bookcase		openbookcase.org
3905	Bücherregal NEURIED (PLANEGG)	48.102913	11.420432	Neuried Am Marktplatz										bookcase		openbookcase.org
3906	Bücherschrank	48.0566998	11.651886	Haidgraben 121, 85521 Ottobrunn		MO 7:30 - 22:30 Uhr, DI 6:30 - 22:30 Uhr, MI – SA 7:30 – 22:30 Uhr								bookcase		openbookcase.org
3907	Bücherregal PERLACH Annette-von Aretin-Str. 16	48.1016728	11.616278	Annette-von Aretin-Str. 16 81737 München		24 Std. / 7 Tage								bookcase		openbookcase.org
3909	Tauschregal POING	48.1775353	11.801456	Eulenspiegelweg		8 - 20 Uhr								bookcase		openbookcase.org
3910	Bücherregal PULLACH / GRÜNWALD	48.9653796	8.477337	Am Kirchplatz 4 Hohenwettersbach										bookcase		openbookcase.org
3911	BÜCHERKASTEN RAMERSDORF	48.1115218	11.627367	Berger-Kreuz-Straße		24 Std. / 7 Tage	gegenüber Hausnummer 59							bookcase		openbookcase.org
3912	Tauschregal RAMERSDORF SÜD im Nachbarschaftstreff	48.1077571	11.604729	Balanstrasse 111 81549 München			Nachbarschaftstreff Ramersdorf-Süd  Verein für Sozialarbeit							bookcase		openbookcase.org
3913	Bücherregal SCHWABING im Münchenstift	48.175738	11.578357	Rümannstraße 60, 80804 München										bookcase		openbookcase.org
3914	Bücherregal SENDLING im WOGENO-QUARTIERSLADEN IM DOMAGK-PARK	48.1202967	11.542934	Aberlestr. 16 Rgb. 81371 München										bookcase		openbookcase.org
3916	Bücherregal SENDLING im Stadtpark Olga	48.0990489	11.525176	Boschetsreiderstr. 99  81379 München			im Stadtpark Olga							bookcase		openbookcase.org
3918	Bücherregal WESTEND im Lesecafe Schillo Verlag	48.1371238	11.542353	Ligsalzstraße 13, 80339 München										bookcase		openbookcase.org
3919	Bücherregal SENDLING	48.1202403	11.555772	Thalkirchner Platz										bookcase		openbookcase.org
3920	Bücherschrank TRUDERING	48.1165058	11.698894	Dompfaffweg 10, 81827 München		MO - FR 8:30 - 17:00 Uhr	Das Büchertauschregal befindet sich im 1. Stock vor dem roten Raum (Aufzug vorha[trunc]							bookcase		openbookcase.org
3921	Bücherschrank TUTZING im Biergarten Wirtschaft Häring	47.9138185	11.288333	Midgardstraße 3-5, 82327 Tutzing										bookcase		openbookcase.org
3922	Tauschregal OBERMENZING im Nachbarschaftstreff	48.1793627	11.4954	Untermenzinger Straße 76 80997 München		DI 14 - 17 Uhr, DO 10 - 13 Uhr								bookcase		openbookcase.org
3923	Büherregal UNTERHACHING VHS	48.0621495	11.613701	Jahnstraße 1, 82008 Unterhaching			Im KUBIZ zweiter Stock, vor der Tür zur VHS							bookcase		openbookcase.org
3924	Bücherregal UNTERHACHING vor dem evangelischen Pfarrzentrum	48.0790492	11.604454	Parkstr. 9 Unterhaching			vor dem evangelischen Pfarrzentrum							bookcase		openbookcase.org
3925	Bücherregal STADTBERGEN (Bei Augsburg)	48.3645364	10.843553	Schulstr. 2 86391 Stadtbergen		24 Std. / 7 Tage								bookcase		openbookcase.org
3927	Bücherdrehscheibe DIEDORF (nur im Sommer)	48.3652951	10.788534	Dammstr.77 86420 Diedorf		DI + DO 14 - 17 Uhr SA 10 - 14 Uhr im Sommer								bookcase		openbookcase.org
3928	Öffentliches Bücherregal FRIEDBERG	48.3550985	10.980268	Ludwigstr. 7 86316 Friedberg		24 Std. 7 Tage								bookcase		openbookcase.org
3929	Öffentliches Bücherregal GRAFING (Bei München)	48.0444629	11.942402	Birkenstr. 16, 85567 Grafing bei München		24 Std. 7 Tage								bookcase		openbookcase.org
3930	Öffentliches Bücherregal GRAFING (Bei München)	48.0437392	11.951692	Pappelweg 4  85567 Grafing		24 Std. 7 Tage								bookcase		openbookcase.org
3931	Bücherregal GRAFING (Bei München) Güterbörse des Wertstoffhofs	48.0448216	11.959539	Jahnstr. 16, 85567 Grafing bei München			Güterbörse des Wertstoffhofs							bookcase		openbookcase.org
3932	Öffentliches Bücherregal GRAFING (Bei München)	48.0499655	11.961451	Deuschlstr. 9,  85567 Grafing bei München		24 Std. 7 Tage								bookcase		openbookcase.org
3933	Bücherregal KIRCHSEON im EDEKA	48.0819407	11.85558	Westring 3  85614 Kirchseon		MO - SA 8 - 20 Uhr								bookcase		openbookcase.org
3934	Bücherregal KIRSCHSEON im REWE	48.0725945	11.88743	Münchnerstr. 11  85614 Kirchseon		MO - SA 7 - 20 Uhr								bookcase		openbookcase.org
3935	Bücherregal KIRSCHSEON im Optik Lochner	48.0700879	11.890167	Marktplatz. 23, 85614 Kirchseon		MO - FR 9 - 13 + 14 - 18 Uhr, SA 9 - 13 Uhr	11.8901671,							bookcase		openbookcase.org
3936	Öffentliches Bücherregal ICKING	47.953496	11.437453	Mittenwalder str. 6  82057 Icking		24 Std. 7 Tage	im Biergarten neben Kiosk							bookcase		openbookcase.org
3937	Bücherregal  MÜNSING im Sanitärshaus, Camping bei Fischer	47.8262793	11.339033	Buchscharnstr. 12  82541 Münsing		8 - 22 Uhr	Schrank im Aufenthaltsraum im Sanitärshaus, Camping bei Fischer							bookcase		openbookcase.org
3938	Öffentliches Bücherregal SAUERLACH	47.9731028	11.654353	Bahnhofsplatz 1  82054 Sauerlach		24 Std. 7 Tage								bookcase		openbookcase.org
3939	Bücherregal WINDACH	48.0676743	11.036636	Am Schloßpark 15  86949 Windach	Bücherschrank neben dem Schlossmarkt									bookcase		openbookcase.org
3940	Öffentliches Bücherregal WINDACH	48.0657344	10.991817	Hauptsr. 26-28  86949 Windach		24 Std. 7 Tage								bookcase		openbookcase.org
3941	Bücherkasten MERING (Am Marktplatz)	48.267823	10.987071	Herzog-Wilhelm-str. 4 86415 Mering (am Marktplatz)										bookcase		openbookcase.org
3942	Bücherregal FASANERIE	48.1958846	11.515405	Trollblumenstrasse 37, 80995 München										bookcase		openbookcase.org
3944	Les(e)bar Trumau	47.9959014	16.34177	Kirchengasse 6 2521 trumau	öffentlicher Bücherschrank	24h								bookcase	www.trumau.at	openbookcase.org
3945	Boekenruilhuisje	51.1818306	4.56489	Gerstelaan 3, Ranst	Boekenruilkast	24/7	https://www.bookcrossing.com/hunt/16/1615/50864/837144	An Convents						bookcase		openbookcase.org
3946	Abelebib_OBCZ	51.1815208	4.592025	Abelebaan 17, Broechem	Boekenruilkast	24/7	https://www.bookcrossing.com/mybookshelf/Abelebib_OBCZ/		1					bookcase	www.facebook.com/Abelebib/	openbookcase.org
3948	Bücherzelle/Raasdorf	48.2467291874	16.564558	Raasdorf	Telefonzelle	00:00-24:00		kibi@raasdorf.at						bookcase		openbookcase.org
3949	Evangelisches Gemeindehaus	50.14317	8.568338	Hauptstraße 40	Regal im Erdgeschoss		https://goo.gl/maps/TrKxjer3vco	Tel.: 06196 93148-23 oder  E-Mail: info@eschbornhaus.de						bookcase	www.ev-kircheeschborn.de/angebote/offener-b%C3%BCcherschrank/	openbookcase.org
3950	Letmathe Bf am Bahnsteig 42	51.363123	7.618428	Bahnhofstraße 12, 58642 Iserlohn	offenes Bücherregal	mindestens 06.45 Uhr - 20.00 Uhr	im Bahnhofsgebäude, gegenüber des Kiosks							bookcase	www.bahnsteig42.de/	openbookcase.org
3951	161	59.851797	30.318789	161, -		-: 10-19 ; : 10-18 ;  -	,   .  !	+7-911-242-35-57 ; orbita.bib@yandex.ru ;    https://vk.com/orb[trunc]	1					bookcase	www.bookcrossing.com/mybookshelf/_/all/	openbookcase.org
3952	Bücherzelle Horb Flösserwasen	48.443609	8.687455	Schillerstraße 35, 72160 Horb	ehemalige englische Telefonzelle	24/7			1					bookcase		openbookcase.org
3953	Boekenruilhuisje Meldert	50.785425	4.842523	Tramstraat 11, 3320 Meldert	Boekenruilkast	24/7		Lies Casseau						bookcase	www.facebook.com/Boekenruilhuisje-Meldert-680330982332763/	openbookcase.org
3954	Boekenruilkast	51.1997299	4.03402	Tragelstraat, Stekene	Boekenruilkast	24/7		Ruben De Sterck						bookcase		openbookcase.org
3955	LFL Zelzate	51.195155	3.826349	Wachtebekestraat 162, Zelzate	Little Free Library	24/7		Christoffel Couck						bookcase	booksinboxes.eu/14989-wachtebekestraat-162-2/	openbookcase.org
3956	Minibib Sint-Michiels	51.1841554	3.190947	Kervyndreef 45, Sint-Michiels	Boekenruilkast	24/7		Stefanie Rijde						bookcase	www.facebook.com/groups/188156328694539/	openbookcase.org
3957	Boekenruilkast	51.18944845	3.584943	Tarwestraat 8, Eeklo	Boekenruilkast	24/7		Muriel Mussche						bookcase		openbookcase.org
3958	Ruilbib Tervuren Centrum	50.82293	4.510752	Peperstraat 52, Tervuren	Boekenruilkast	24/7		Lucinda Janssens						bookcase	www.facebook.com/groups/150744931940666/	openbookcase.org
3960	TARDIS - Bücherschrank	49.205013	8.119846	76829 Landau		Sonnenaufgang bis Sonnenuntergang			1	1	td			bookcase	www.bookcrossing.com/hunt/28/222/34791/840596	openbookcase.org
3961	Bücherschrank im Bürgergarten Hameln	52.10512	9.36269	Bürgergarten, Hameln	Ehemalige britische Telefonzelle	Nachts geschlossen				1				bookcase		openbookcase.org
3962	Tardis Little Free Library #43440 Janesville WI	42.705579	-88.986393	1810 Cottonwood Dr., Janesville 53545	self build LFL	24 hours a day 7 days a week					td			bookcase	www.facebook.com/TardisLibrary	openbookcase.org
3963	The Tardis on Ford Little Free Library	44.917789	-93.170796	1670 Ford Parkway, Saint Paul 55116	Little Free Library	24/7					td			bookcase	www.facebook.com/The-Tardis-on-Ford-Little-Free-Library-1825685934213500	openbookcase.org
3964	The Tardis Little Free Library of North Eugene	44.130771	-123.134283		Little Free Library	24 / 7					td			bookcase	www.facebook.com/pg/eugenetardislittlefreelibrary	openbookcase.org
3965	Boekenruilkast	50.853041	4.118378	Bosstraat, Borchtlombeek	Boekenruilkast	24/7		A. Baevegems						bookcase		openbookcase.org
3966	Bücherwürfel Wetter Wiuw	50.903388	8.72346	Fuhrstraße 51, 35083 Wetter (Hessen)	Öffentlicher Bücherwürfel	Täglich geöffnet von 08:00 bis 19:00 Uhr		Wetter ist uns wichtig - Familie Usinger und Renate Zerfaß						bookcase	www.wetter-ist-uns-wichtig.de	openbookcase.org
3967	Bücherzelle Linse Hamburg Stelliingen	53.580604	9.928741	Nieland / Hamburg (Ecke: Ernst-Horn-Straße	Bücherschrank / Bücherzelle	24/7	steht seit 2016	Stadtteilbeirat „Linse“ und Anwohner der Hamburger Wohnen e.G.						bookcase	www.hamburgerwohnen.de/aktuelles/176-endlich-ist-sie-da-die-oeffentliche-buecher[trunc]	openbookcase.org
3968	Bücherregal Bücherei Letmathe	51.365945	7.608838	Hagener Str. 62, 58642 Iserlohn	offenes Bücherregal	Mo & Fr 10.00-13.00 Uhr & 15.00-18.00 Uhr, Di & Mi 15.00-18.00 Uhr, Do, Sa & So [trunc]	im Lesecafé; 2x rechts vom Eingang aus; nicht zu viele Bücher mitbringen, da mei[trunc]			1				bookcase	www.iserlohn.de/kultur/stadtbuecherei/zweigstelle-letmathe/	openbookcase.org
3969	Boekenruilhuisje	51.10739945	4.464614	Beekboshoek 112, Waarloos	Boekenruilkast		http://www.bookcrossing.com/hunt/16/1615/57517/839546	Annelies Buys						bookcase		openbookcase.org
3970	Boekenruilkast t Laar	51.216453	4.434135	t Laar, Borgerhout	Boekenruilkast	24/7	In februari 2019 had dit kastje geen voordeur meer...							bookcase		openbookcase.org
3971	Ruilboekenkast KVLV	51.2969884	4.552808	Eikenlei, Sint-Job-in-t-Goor	Boekenruilkast		Onder de fietsenstalling van de Delhaize.							bookcase		openbookcase.org
3972	Ruilboekenkast KVLV	51.2925202	4.577212	Kerkelei 18, Sint-Job-in-t-Goor	Boekenruilkast		In de inkomhal van de Lindeboom							bookcase	www.kvlv.be/NL/Activiteiten/Info/DefNr/1600?LCNr=141010&AfdNr=37	openbookcase.org
3973	Boekenruilkastje Vosstraat			Vosstraat 216, Berchem	Buurtboekerij		Dit kleine open kistje staat op de vensterbank van nr. 216. Ik neem aan dat deze[trunc]							bookcase		openbookcase.org
3974	LFL Heksestraat	51.1062727	4.726478	Heksestraat 56, Itegem	Boekenruilkast	24/7								bookcase		openbookcase.org
3975	Zwerfbibliotheek	51.1037772	5.002486	Oude tramlijn 2, Laakdal	Boekenruilkast	24/7								bookcase		openbookcase.org
3976	Boekenruilkast Battel	51.0425527	4.443209	Battelse Bergen, Battel	Boekenruilkast	24/7								bookcase		openbookcase.org
3977	LFL Doorlaer Boekenhoeve	51.0525601	4.411503	Ten Doorn 9, Heffen	Boekenruilkast	24/7								bookcase	www.facebook.com/doorlaerboekenhoeve/	openbookcase.org
3978	Boekenruilkast Kapelseweg	51.0177671	4.423765	Kapelseweg 87, Hombeek	Boekenruilkast	24/7	Aan het grasveldje.							bookcase		openbookcase.org
