Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Land	BL	Kanton
de.wiki_im_Landkreis_Konstanz	Konstanz-Altstadt	 Untere Laube 24	Bücherschrank	Offener Bücherschrank,[1] kleines Regal im Eingangsbereich des Amtsgebäudes		47.662764458105	9.1723501682282					
de.wiki_im_Landkreis_Konstanz	Konstanz-Altstadt	 Wessenbergstraße 39/39a	Bücherschrank	Offene Freiluft-Bibliothek am Kulturbüro Konstanz,[1][2] im Mai 2019 ist das ein alter Holzschrank im Eingangsbereich des Amtsgebäudes		47.662908973834	9.1751128435135					
de.wiki_im_Landkreis_Konstanz	Konstanz-Dingelsdorf	 Thingoltstraße 12B	Bücherregal	Bücherregal in der Bushaltestelle[1]		47.738779	9.155827					
de.wiki_im_Landkreis_Konstanz	Konstanz-Paradies	 Gartenstraße 48	Bücherschrank	im Vorhof des FAIRKAUFs[1][3]	2010	47.666521737	9.16770458221					
de.wiki_im_Landkreis_Konstanz	Ludwigshafen	Parkstraße 4	Bücherregal	Offener Bücherschrank; Häfler Book Shelf, aufgestellt vom Touristik-Förderverein Ludwigshafen								
de.wiki_im_Landkreis_Konstanz	Wangen am See	 Seeweg 37	Bücherschrank			47.659791	8.935822					
de.wiki_im_Landkreis_L%C3%B6rrach	Kandern-Wollbach		Telefonzelle		?	47.6714184	7.6526957					
de.wiki_im_Landkreis_L%C3%B6rrach	Lörrach	 Tumringer Straße 213	Schrank (einbrennlackierte Quadratprofile / ESG)	Entwurf: F. Wilhelm, Lörrach; barrierefreier Zugang; Initiative „Bürgerstiftung Lörrach“, am Senegallia-Platz[1]	Okt. 2012	47.614605	7.660901					
de.wiki_im_Landkreis_L%C3%B6rrach	Lörrach-Salzert	Ecke Salzertstraße / Dinkelbergstraße	Schrank (einbrennlackierte Quadratprofile / ESG)	Initiative „Bürgerstiftung Lörrach“	Juli 2020							
de.wiki_im_Landkreis_L%C3%B6rrach	Lörrach-Stetten	 Rathausgasse 2	Schrank (einbrennlackierte Quadratprofile / ESG)	Entwurf: F. Wilhelm, Lörrach; barrierefreier Zugang; Initiative „Bürgerstiftung Lörrach“, beim Brunnen am „Milchhüsli“[1]	Okt. 2012	47.601548	7.663975					
de.wiki_im_Landkreis_L%C3%B6rrach	Lörrach-Tumringen	Mühlenstraße 6	Schrank (einbrennlackierte Quadratprofile / ESG)	Initiative „Bürgerstiftung Lörrach“	Nov. 2019							
de.wiki_im_Landkreis_L%C3%B6rrach	Niedereichsel	Birsstraße	Bücherschrank in ehemaliger Telefonzelle		Anfang 2020							
de.wiki_im_Landkreis_L%C3%B6rrach	Rheinfelden	 Hardtstraße 6	Bücherschrank	Bücherschrank Rheinfelden (Baden)[1]		47.563688	7.787298					
de.wiki_im_Landkreis_L%C3%B6rrach	Rheinfelden-Herten	Rabelfeldstraße 24	Holzbücherschrank	zur Verfügung gestellt durch die Ortsverwaltung Herten	Juli 2020							
de.wiki_im_Landkreis_L%C3%B6rrach	Schopfheim	 Hauptstraße 33	Edelstahlschrank BOKX 02	Aufgestellt von der Stadt Schopfheim im Rahmen des Innenstadtkonzeptes, am Lindenplatz, Innenstadt[1]	2015	47.64997199	7.82161385					
de.wiki_im_Landkreis_Ludwigsburg	Aldingen	 Haus der Bürger	Bücherschrank	Im Remsecker Ortsteil Aldingen im Haus der Bürger.[1][2]		48.867241	9.256872					
de.wiki_im_Landkreis_Ludwigsburg	Asperg	 Kelterstraße 5	Bücherregal	im Glasperlenspiel[1]		48.907174399205	9.1335439682007					
de.wiki_im_Landkreis_Ludwigsburg	Benningen am Neckar	 Lembergerstraße 12	Bücherschrank	Offener Bücherschrank Benningen[1]		48.942494835454	9.2344406247139					
de.wiki_im_Landkreis_Ludwigsburg	Bietigheim-Bissingen	 Forsthausstraße 21	Rote englische Telefonzelle	Vor dem Bad am Viadukt[1][4]	2017	48.95710876129	9.1283059492707					
de.wiki_im_Landkreis_Ludwigsburg	Bietigheim-Bissingen	 Marktplatz 9	Kleines Holzhäuschen	betreut von Barbara Knieling (ehemalige ehrenamtliche Vorsitzende des Bundesverbands Leseförderung), Bietigheimer Marktplatz Arkaden[1][3]	2016	48.9595528	9.1255215					
de.wiki_im_Landkreis_Ludwigsburg	Ditzingen	48° 50' N, 9° 4' O48.8285759.067011 Hinter dem Schloß 3	Bücherschrank aus Metall mit Schiebetür aus Makrolon	Initiiert durch die Bürgerstiftung Ditzingen,[5] hinter dem Schloss, Glemsbalkon[1][6]		48.828575	9.067011					
de.wiki_im_Landkreis_Ludwigsburg	Eberdingen-Nussdorf	Schlossstraße 15	Bücherregal unter Vordach neben der Eingangstür	Büchertauschregal des Eberdinger Sommertheater e.V. am Theater in der Nussschale	2020							
de.wiki_im_Landkreis_Ludwigsburg	Gerlingen	 Schulstraße 22	Englische Telefonzelle	Englische Telefonzelle, U-Bahn-Haltestelle Gerlingen[1][7]	2014	48.8001326405	9.06372070312					
de.wiki_im_Landkreis_Ludwigsburg	Hemmingen	 Heimerdinger Straße 14	Bücherschrank	In einem separaten Raum in der Postfiliale.		48.864244	9.029601					
de.wiki_im_Landkreis_Ludwigsburg	Hochberg	 Alexandrinenplatz	Telefonzelle, künstlerisch gestaltet von Frederik Merkt	Initiiert von der Fachgruppe Bürgerschaftliches Engagement der Stadtverwaltung Remseck am Neckar, Ausleihe, An der Bushaltestelle Alexandrinenplatz in der Ortsmitte, Ortsteil Hochberg[1]	März 2013	48.887394	9.279772					
de.wiki_im_Landkreis_Ludwigsburg	Hochdorf	 Wilhelmsplatz	Bücherschrank	Ausleihe im Remsecker Ortsteil Hochdorf am Wilhelmsplatz[2]	Dez. 2014	48.89818	9.294984					
de.wiki_im_Landkreis_Ludwigsburg	Höpfigheim		Bücherschrank	Bücherschrank Steinheim-Höpfigheim[1]		48.979880426849	9.2414499446535					
de.wiki_im_Landkreis_Ludwigsburg	Kleinbottwar		Bücherfass	Offenes Bücherfass[1]		48.980666402108	9.2892425972968					
de.wiki_im_Landkreis_Ludwigsburg	Korntal-Münchingen	 Feuerseeweg 1	Getränke-Kühlschrank	Korntals cooles Bücherregal,[1] initiiert vom Freundeskreis der Stadtbücherei Korntal-Münchingen[8]	4. Juli 2017	48.830556	9.122222					
de.wiki_im_Landkreis_Ludwigsburg	Kornwestheim	Bahnhofsplatz	Telefonzelle									
de.wiki_im_Landkreis_Ludwigsburg	Ludwigsburg	 Arsenalstraße 4	Holzregal	Initiiert von NaturVision Filmfestival, C4 Cafe	17. Apr. 2018	48.895739	9.188113					
de.wiki_im_Landkreis_Ludwigsburg	Ludwigsburg	 Obere Marktstraße 4	Bücherschrank	Marktplatz Ludwigsburg[1][9]		48.897295972448	9.1915832832456					
de.wiki_im_Landkreis_Ludwigsburg	Marbach-Rielingshausen	Hauptstraße 37	Bücherregal	an der Bushaltestelle gegenüber vom Bäcker[10]								
de.wiki_im_Landkreis_Ludwigsburg	Marbach am Neckar	 Wildermuthstraße 3	Bücherregal	Bücherregal am Lugplätzle[1]		48.939817362984	9.2593218013644					
de.wiki_im_Landkreis_Ludwigsburg	Möglingen	 Hohenstaufenstraßenstr 33	Bücherschrank	Offener Bücherschrank im Löscher[1]		48.8916386203	9.1339248418808					
de.wiki_im_Landkreis_Ludwigsburg	Möglingen	 Rathausplatz 7	Bücherschrank	Offener Bücherschrank am Rathaus[1]		48.88640259432	9.126752614975					
de.wiki_im_Landkreis_Ludwigsburg	Oßweil		Bücherschrank	Bücherschrank am Wettemarkt[1][9]		48.892400114033	9.2292324453592					
de.wiki_im_Landkreis_Ludwigsburg	Sachsenheim	 Bahnhofstraße	Bücherschrank	Bücherschrank am Bahnhof Sachsenheim[1][11]		48.961341073758	9.0636482834816					
de.wiki_im_Landkreis_Ludwigsburg	Sachsenheim	 Hauptstraße 14	Bücherschrank	Bücherschrank[1]		48.959289302247	9.065652564168					
de.wiki_im_Landkreis_Ludwigsburg	Sachsenheim	 Lammstraße 2	Getränke-Kühlschrank	Bücherschrank im Restaurant ECO	29. Juni 2019	48.9597003	9.0633836					
de.wiki_im_Landkreis_Ludwigsburg	Steinheim an der Murr	 Klosterhof 6	Bücherschrank	Bücherschrank Steinheim[1]		48.966153916471	9.2784023657441					
de.wiki_im_Landkreis_Ludwigsburg	Tamm	48.922269.116871 Friedrichstraße 46	Holzschrank und Kühlschrank	Tamm Friedrichstraße,[1] überdacht (bei Fa. Buhlinger)		48.92226	9.116871					
de.wiki_im_Landkreis_Ludwigsburg	Vaihingen an der Enz	 Marktplatz 13	Holzschrank	Projekt der „Vaihinger Aktion Innenstadt“ (VAI), Vaihingen an der Enz[1]	2009	48.932001	8.957172					
de.wiki_im_Landkreis_Rastatt	Bietigheim	 Badenstraße 10	Bücherschrank	Bücherschrank Bietigheim am Blue[1]		48.912855787334	8.2540482683685					
de.wiki_im_Landkreis_Rastatt	Bühl-Neusatz	Schwarzwaldstraße 47 _ Bushaltestelle am Rathaus	Bücherzelle	Bücherzelle Ortsmitte Bühl-Neusatz	18. Apr. 2020							
de.wiki_im_Landkreis_Rastatt	Durmersheim	 Hauptstraße 151	Bücherschrank	Barrierefreier Zugang am Bickesheimer Platz[1]	5. Aug. 2014	48.937729795785	8.2729371182253					
de.wiki_im_Landkreis_Rastatt	Freiolsheim	 Max-Hildebrandt-Straße 10	Bücherschrank	Freiolsheim Maria Hilf Kirche[1]		48.84634	8.374688					
de.wiki_im_Landkreis_Rastatt	Langenbrand	 Bushaltestelle am Rathaus	Bücherschrank	öffentliche Bücherschrank in Langenbrand im Wartehäuschen der Bushaltestelle am Rathaus; Ergebnis des Engagements verschiedener Arbeitsgruppen		48.702875	8.362554					
de.wiki_im_Landkreis_Rastatt	Rastatt	 Friedrich-Ebert-Straße	Bücherschrank	Friedrich-Ebert-Straße/Ecke Ritterstraße[1][2]		48.852498079869	8.2082788098529					
de.wiki_im_Landkreis_Rastatt	Selbach	 Brunnenstraße, Ecke Badenerstraße	Bücherschrank	offener Bücherschrank Selbach[1]		48.781001874126	8.3080163598061					
de.wiki_im_Landkreis_Rastatt	Sinzheim	 Marktplatz 1	Bücherschrank	Schrank im Foyer des Rathauses[1]		48.760311793215	8.1652688607574					
de.wiki_im_Landkreis_Rastatt	Steinmauern		Bücherschrank	Steinmauern, im Erdgeschoss des Rathauses, während der üblichen Öffnungszeiten des Rathauses zugänglich		48.900156	8.198872					
de.wiki_im_Landkreis_Ravensburg	Bodnegg	 Sattlerstraße 27	Bücherregal			47.717499323862	9.6835362911224					
de.wiki_im_Landkreis_Ravensburg	Horgenzell	Kornstraße 44	Telefonzelle	rote Telefonzelle vor dem Rathaus in Horgenzell								
de.wiki_im_Landkreis_Ravensburg	Hoßkirch	 Hauptstraße	Bücherschrank	Dorfladen[1]		47.940144053188	9.4470579922199					
de.wiki_im_Landkreis_Ravensburg	Isny im Allgäu		Bücherzelle	BuchZelle Isny[2]		47.692700290455	10.039801562671					
de.wiki_im_Landkreis_Ravensburg	Ravensburg	 Untere Breite Straße 23	Bücherregal	Unverpackt wohlgefühl[1]		47.782667111606	9.6103120582212					
de.wiki_im_Landkreis_Ravensburg	Unterankenreute	 Eifelweg	Bücherschrank	Bücherschrank Unterankenreute[1]		47.800501	9.696695					
de.wiki_im_Landkreis_Ravensburg	Vogt	 Kirchstraße 11	Bücherschrank	Im alten Rathaus im Eingangsbereich[3]		47.7760312	9.7651625					
de.wiki_im_Landkreis_Ravensburg	Wangen im Allgäu	 Spinnereistraße 10	Telefonzelle	von der Christengemeinschaft initiierten Bücher-Zelle an der Spinnereistraße[4]		47.680467848047	9.8247438669205					
de.wiki_im_Landkreis_Ravensburg	Weingarten (Württemberg)	 Liebfrauenstraße 54	Bücherschrank	Zwischen Linse und Schinderhannes[5]		47.80445740851	9.6374787390232					
de.wiki_im_Landkreis_Ravensburg	Zussdorf-Wilhelmsdorf	 Leonhardstrasse 3/1	Bücherschrank	Biohofladen Gebhardt/ Außenwand[6]		47.8496491926854	9.43135768175125					
de.wiki_im_Landkreis_Reutlingen	Bleichstetten	Hinterberg 13	Bücherschrank	Bücherhaltestelle Bleichstetten[1][2]		48.462325	9.356725					
de.wiki_im_Landkreis_Reutlingen	Grabenstetten	Böhringer Straße 10	Bücherschrank	Offenes Buch Grabenstetten, direkt neben dem Rathaus in Grabenstetten		48.52279	9.46112					
de.wiki_im_Landkreis_Reutlingen	Hohenstein-Ödenwaldstetten	Im Dorf 14	Bücherregal	Öffentliches Bücherregal Ödenwaldstetten[1]		48.348342	9.374508					
de.wiki_im_Landkreis_Reutlingen	Münsingen	Bühl 6	Bücherregal	offenes Bücherregal Germania[1]		48.411811488148	9.4940999150276					
de.wiki_im_Landkreis_Reutlingen	Ohmenhausen	Gomaringer Straße 11	Bücherregal	Bücherbaum Ohmenhausen[1]		48.47683	9.1385					
de.wiki_im_Landkreis_Reutlingen	Ohnastetten	Würtinger Straße 12	Bücherschrank	Bücherhaltestelle Ohnastetten[1][3]		48.438971	9.323616					
de.wiki_im_Landkreis_Reutlingen	Reutlingen	Metzgerstraße 79/ Wilhelmstraße	Bücherschrank	Am oberen (südlichen) Ende der Fußgängerzone Wilhelmstraße, Reutlingen Albtorplatz[1]		48.49027743	9.21600043774					
de.wiki_im_Landkreis_Reutlingen	Reutlingen-Betzingen	Leyrenbachstraße 34	Bücherschrank	[1]		48.501457	9.180493					
de.wiki_im_Landkreis_Reutlingen	Reutlingen-Hohbuch	Pestalozzistraße 105	Bücherschrank	Bücherschrank Stadtteiltreff Hohbuch[1]		48.486537284784	9.1852548122733					
de.wiki_im_Landkreis_Reutlingen	Reutlingen-Orschel-Hagen	Dresdner Platz 1	Bücherschrank	Bücherschrank Orschel-Hagen.[1] Unscheinbar am Gebäude der Bibliothek als Tür mit einem Regal dahinter (Seite zum Platz, nur fußläufig zu erreichen).		48.5206017734	9.20840442181					
de.wiki_im_Landkreis_Reutlingen	Reutlingen-Römerschanze	Sonnenstraße 92	Bücherschrank	Öffentlicher Bücherschrank an der Auferstehungskirche Reutlingen								
de.wiki_im_Landkreis_Reutlingen	Reutlingen-Rommelsbach	Mähderstraße 3–7	Bücherschrank	Reutlingen-Rommelsbach, Christian-Morgenstern-Schule[1]		48.526604	9.203607					
de.wiki_im_Landkreis_Reutlingen	St. Johann	St. Johanner Str.	Bücherregal	Bushaltestelle[1]	2013	48.457210137876	9.3423241004348					
de.wiki_im_Landkreis_Reutlingen	Walddorfhäslach-Häslach	Dorfstraße 28	Bücherschrank	Frauenliste Walddorfhäslach e. V.[1]		48.597419	9.195766					
de.wiki_im_Landkreis_Reutlingen	Walddorfhäslach-Walddorf	Hauptstraße 3	Bücherschrank	Frauenliste Walddorfhäslach e. V.[1]		48.587066	9.18229					
de.wiki_im_Landkreis_Rottweil	Eschbronn	 Mariazeller Straße 6	Holzschrank	Bürger für Eschbronn, Arztpraxis Eschbronn	2015	48.195548	8.479414					
de.wiki_im_Landkreis_Rottweil	Rottweil	 Hauptstraße 26	Bücherregal	[1][2]	2015	48.167552	8.626156					
de.wiki_im_Landkreis_Rottweil	Rottweil	 Schramberger Straße 3	Bücherregal	[2]		48.165688	8.623356					
de.wiki_im_Landkreis_Rottweil	Schramberg	 Marktstraße 31	Bücherschrank	Öffentlicher Bücherschrank hinter dem Rathaus[2]		48.225700117219	8.3852478861809					
de.wiki_im_Landkreis_Rottweil	Sulz am Neckar	 Berliner Straße 28	Hängeschrank aus Holz	Privater Bücherschrank am Neckar in der Nähe des Tennisplatzes[3]	2010	48.3581	8.61600999999996					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Crailsheim	 Schweinemarktplatz 7	Bücherschrank	Schweinemarktplatz, Hausseite einer überdachten Tiefgaragentreppe[1]		49.1363	10.072342					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Fichtenberg		Bücherregal	Bücherregal Fichtenberg[1]		48.9861638	9.7121509					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Ilshofen	 Am Markt 1	Bücherregal	Bücherregal Ilshofen[1]		49.1699762	9.9199604					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Kreßberg	 Crailsheimer Straße 22	Bücherregal	vor dem Gemeindehaus[2]		49.160246	10.163408					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Michelbach an der Bilz	 Kirchstraße	Bücherschrank	Buchschrank Grundschule Michelbach an der Bushaltestelle[1]		49.069618427125	9.7656554728746					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Obersontheim	 Hauptstraße 9	Bücherschrank	Bücherschrank Obersontheim[1]		49.057543715955	9.8980600386858					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Rot am See	 Raiffeisenstraße 2	Bücherregal	Bücherregal/Bücherbaum Rot am See[1]		49.252603	10.024627					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Schwäbisch Hall	 Gebrüder-Reutter-Straße 47	Bücherschrank	Schwäbisch Hall, Waldfriedhof[1]		49.110287	9.695429					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Tullau	 Kirchgasse/ Lisbeth-Weidner-Weg 7	Bücherregal	Bushaltestelle Tullau, Kirchgasse[1]		49.090672127589	9.7330693155527					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Untermünkheim	 Hohenloher Straße 22	Bücherschrank	Untermünkheim[1]		49.152899	9.733978					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Vellberg	 Im Städtle 24	Bücherregal	Offenes Bücherregal Vellberg[1]		49.087217	9.881594					
de.wiki_im_Landkreis_Schw%C3%A4bisch_Hall	Wallhausen	 Am Freibad 2	Bücherschrank	Naturerlebnisbad Wallhausen[1]		49.209937	10.068702					
de.wiki_im_Landkreis_Sigmaringen	Bad Saulgau		Bücherregal	Am gemauerten Durchgang zwischen der Antoniuskirche und dem Alten Kloster.[1]		48.014782	9.500916					
de.wiki_im_Landkreis_Sigmaringen	Mengen	 Hauptstraße 57/1	Bücherschrank	Bücherschrank Mengen[2]		48.0500905751	9.33129251003					
de.wiki_im_Landkreis_Sigmaringen	Ostrach	 Herbert-Barth-Platz	Bücherregal in einem Baum	Herbert-Barth-Platz in Ostrach,[3] in der Parkanlage unterhalb des Rathauses		47.952747	9.382258					
de.wiki_im_Landkreis_Sigmaringen	Sigmaringen	 Fürst-Wilhelm-Str. 26	Bücherregal	Bücherregal Sigmaringen		48.086667	9.215833					
de.wiki_im_Landkreis_T%C3%BCbingen	Bebenhausen	 Am Goldersbach 18	Bücherregal	Bücherbaum Bebenhausen[1]		48.55823	9.049811					
de.wiki_im_Landkreis_T%C3%BCbingen	Bodelshausen		Bücherschrank	[1]		48.394889	8.971614					
de.wiki_im_Landkreis_T%C3%BCbingen	Derendingen	 Magazinplatz 2	Bücherschrank	Im Mühlenviertel.[1]	2016	48.502062	9.053121					
de.wiki_im_Landkreis_T%C3%BCbingen	Derendingen	 Moltkestraße 26	Telefonzelle	Büchertauschzelle an der Adventgemeinde[1]	2017	48.511759713818	9.0530280768871					
de.wiki_im_Landkreis_T%C3%BCbingen	Dußlingen		Bücherregal	Bücherbaum im Bürgerpark Dusslingen[1]		48.4506350996	9.06001925468					
de.wiki_im_Landkreis_T%C3%BCbingen	Gomaringen	 Schloßhof 3	Bücherschrank	Gomaringer Bücherschrank[1]		48.453524	9.096229					
de.wiki_im_Landkreis_T%C3%BCbingen	Kilchberg	 Tessinstraße 11–15	Bücherschrank	[1]		48.488496	9.017163					
de.wiki_im_Landkreis_T%C3%BCbingen	Kusterdingen	 Emil-Martin-Straße 6	Bücherregal	Öffentliches Bücherregal im BONUS-Markt Kusterdingen[1]		48.520872	9.120272					
de.wiki_im_Landkreis_T%C3%BCbingen	Lustnau	 Bebenhäuser Straße 29	Bücherregal	Bücherbaum Goldersbachklause[1]		48.540833	9.077383					
de.wiki_im_Landkreis_T%C3%BCbingen	Lustnau	 Dorfackerstraße 15–19	Bücherkarren	REWE-Supermarkt, Ausgangstür, Einkaufszentrum Lustnau. Nur während der REWE-Öffnungszeiten zugänglich.	2014	48.530866	9.079857					
de.wiki_im_Landkreis_T%C3%BCbingen	Lustnau-Herrlesberg	 Stäudach 90	Bücherschrank	Bücherschrank beim Herrlesbergladen[1]	2014	48.532702	9.090849					
de.wiki_im_Landkreis_T%C3%BCbingen	Mössingen	 Bahnhofstraße 8	Bücherzelle	Initiative der Mössinger Bürgerstiftung[2]	Dez. 2016	48.406005	9.05642					
de.wiki_im_Landkreis_T%C3%BCbingen	Pfäffingen	 Schlosshof 2	Bücherschrank	Offener Bücherschrank vor dem Rathaus in Pfäffingen	2020	48.526194	8.961306					
de.wiki_im_Landkreis_T%C3%BCbingen	Pfrondorf	 Maienfeldstraße 1	Bücherschrank	Offenes Bücherhaus im Dorfgärtle Pfrondorf[1]	2014	48.549125	9.110037					
de.wiki_im_Landkreis_T%C3%BCbingen	Reusten	 Altinger Straße 2	Bücherschrank	Buchtausch (Bushaltestelle)[1]		48.542595732483	8.9196103066206					
de.wiki_im_Landkreis_T%C3%BCbingen	Rottenburg am Neckar	 Obere Gasse 12, vor „Die alte Welt“	Holzschrank	Bücherschrank „Buchhaltestelle“[3]	15. Mai 2014	48.477915	8.933401					
de.wiki_im_Landkreis_T%C3%BCbingen	Südstadt	 Eisenhutstraße 66	Bücherschrank	Bücherschrank Wagenburg Wankheimer Täle[1]		48.50847	9.078178					
de.wiki_im_Landkreis_T%C3%BCbingen	Tübingen	 Freibad 1	Bücherschrank	Im Freibad[1]		48.511131807388	9.0401387214661					
de.wiki_im_Landkreis_T%C3%BCbingen	Tübingen	 Karlstraße 3	Bücherregal	Vor dem d.a.i.		48.51817	9.05788					
de.wiki_im_Landkreis_T%C3%BCbingen	Tübingen	 Mörikestraße 14	Bücherregal	Bücherbaum[1]		48.529327	9.056624					
de.wiki_im_Landkreis_T%C3%BCbingen	Unterjesingen	 Ammertalbahnstraße	Bücherschrank	Bücherschrank am Bahnhof Unterjesingen-Mitte der Ammertalbahn	2018	48.524708	8.982375					
de.wiki_im_Landkreis_T%C3%BCbingen	Wanne	 Heuberger-Tor-Weg 23	Bücherregal	Bücherbaum Heuberger Tor[1]		48.549424	9.034734					
de.wiki_im_Landkreis_Tuttlingen	Mühlheim an der Donau	 Hauptstraße 8	Bücherregal	ca. 8–18 Uhr im Rathaus-Vorraum		48.024312146905	8.889496140182					
de.wiki_im_Landkreis_Tuttlingen	Spaichingen		Bücherregal			48.067840280472	8.7267417088151					
de.wiki_im_Landkreis_Tuttlingen	Tuttlingen	 Bahnhofstraße 1	Bücherregal	Bücherregal im Hauptbahnhof Tuttlingen[1]		47.980412153437	8.7993018329144					
de.wiki_im_Landkreis_Tuttlingen	Tuttlingen	Bahnhofstraße 43–45	Bücherschrank	Zwei Bücherschränke.[1]		47.983410433603	8.8135879486799					
de.wiki_im_Landkreis_Tuttlingen	Tuttlingen	Obere Hauptstraße 8	Bücherregal	Hyllis Germane		47.983702	8.818952					
de.wiki_im_Landkreis_Tuttlingen	Wurmlingen	Heinrich-Honer-Straße 9	Bücherregal			47.999218543766	8.7782830372453					
de.wiki_im_Landkreis_Tuttlingen	Wurmlingen	Obere Straße 16	Bücherregal	vor der alten Werkstatt		48.0039259107771	8.77789722398366					
de.wiki_im_Landkreis_Waldshut	Bad Säckingen	Schönaugasse 5	Bücherschrank	Schloss Schönau, Park[1]		47.550431	7.948844					
de.wiki_im_Landkreis_Waldshut	Bad Säckingen	Schützengarten 7–9	Bücherschrank	Öffentlicher Bücherschrank am Schützengarten[1]		47.554327	7.949083					
de.wiki_im_Landkreis_Waldshut	Grafenhausen-Rothaus	Rothauser Straße 17	Bücherschrank	Bücherschrank in Rothaus[1]		47.79351	8.246645					
de.wiki_im_Landkreis_Waldshut	Rippolingen		Bücherschrank			47.577947	7.987467					
de.wiki_im_Landkreis_Waldshut	Stühlingen	Hauptstraße 6	Bücherschrank	Café Einstein Stühlingen[1]		47.7458596	8.4483922					
de.wiki_im_Landkreis_Waldshut	Wallbach	Hauptstraße 60	Bücherschrank	Schrank in der Bushaltestelle[1]		47.566568926237	7.9145353788634					
